Row,Timestamp,Combined Event Source,SlideEvent,StimType,Duration,CollectionPhase,SourceStimuliName,InputEventSource,Data,StimType.1,CPU Sys,Memory Sys,CPU Proc,Memory Proc,Event Group,Event Label,Event Text,Event Index,Category 1 active on ScreenRecording-1,Category 1 instance on ScreenRecording-1,CatI_tem1 active on ScreenRecording-1,CatI_tem1 instance on ScreenRecording-1
22,2022,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1425;Y:-1,TestImage,,,,,,,,,,,,
23,2086,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1421;Y:0,TestImage,,,,,,,,,,,,
24,2110,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1451;Y:0,TestImage,,,,,,,,,,,,
25,2134,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1500;Y:0,TestImage,,,,,,,,,,,,
26,2158,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1571;Y:0,TestImage,,,,,,,,,,,,
27,2182,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1626;Y:0,TestImage,,,,,,,,,,,,
28,2206,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1653;Y:0,TestImage,,,,,,,,,,,,
29,2230,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1656;Y:1,TestImage,,,,,,,,,,,,
30,2254,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1663;Y:16,TestImage,,,,,,,,,,,,
31,2278,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1674;Y:28,TestImage,,,,,,,,,,,,
32,2306,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,26.5383701324463,51.087633951377,13.2569484710693,788.6796875,,,,,,,,
33,2334,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1678;Y:31,TestImage,,,,,,,,,,,,
34,2358,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1680;Y:34,TestImage,,,,,,,,,,,,
35,2414,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1681;Y:34,TestImage,,,,,,,,,,,,
36,2438,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1687;Y:36,TestImage,,,,,,,,,,,,
37,2462,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1691;Y:36,TestImage,,,,,,,,,,,,
38,2486,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1704;Y:39,TestImage,,,,,,,,,,,,
39,2510,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1743;Y:46,TestImage,,,,,,,,,,,,
40,2536,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1784;Y:46,TestImage,,,,,,,,,,,,
41,2557,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1807;Y:42,TestImage,,,,,,,,,,,,
42,2581,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1811;Y:39,TestImage,,,,,,,,,,,,
43,2606,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1811;Y:36,TestImage,,,,,,,,,,,,
44,2630,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1811;Y:28,TestImage,,,,,,,,,,,,
45,2654,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1815;Y:21,TestImage,,,,,,,,,,,,
46,2678,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1816;Y:20,TestImage,,,,,,,,,,,,
47,2854,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1816;Y:20,TestImage,,,,,,,,,,,,
48,2878,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1813;Y:19,TestImage,,,,,,,,,,,,
49,2902,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1808;Y:17,TestImage,,,,,,,,,,,,
50,2934,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1801;Y:16,TestImage,,,,,,,,,,,,
51,2958,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1798;Y:15,TestImage,,,,,,,,,,,,
52,3030,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1796;Y:14;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage,,,,,,,,,,,CatI_tem1,1.0
53,3166,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1796;Y:14;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage,,,,,,,,,,,CatI_tem1,1.0
54,3286,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1795;Y:14,TestImage,,,,,,,,,,,,
55,3310,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1770;Y:24,TestImage,,,,,,,,,,,,
56,3333,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,26.6080322265625,51.1410921804442,15.7964401245117,791.49609375,,,,,,,,
57,3334,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1693;Y:58,TestImage,,,,,,,,,,,,
58,3358,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1563;Y:121,TestImage,,,,,,,,,,,,
59,3382,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1417;Y:202,TestImage,,,,,,,,,,,,
60,3406,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1259;Y:279,TestImage,,,,,,,,,,,,
61,3430,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1109;Y:345,TestImage,,,,,,,,,,,,
62,3454,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:993;Y:391,TestImage,,,,,,,,,,,,
63,3477,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:923;Y:416,TestImage,,,,,,,,,,,,
64,3502,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:898;Y:424,TestImage,,,,,,,,,,,,
65,3606,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:896;Y:426,TestImage,,,,,,,,,,,,
66,3630,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:892;Y:440,TestImage,,,,,,,,,,,,
67,3654,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:879;Y:456,TestImage,,,,,,,,,,,,
68,3678,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:855;Y:480,TestImage,,,,,,,,,,,,
69,3702,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:830;Y:496,TestImage,,,,,,,,,,,,
70,3726,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:801;Y:507,TestImage,,,,,,,,,,,,
71,3750,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:766;Y:510,TestImage,,,,,,,,,,,,
72,3774,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:743;Y:512,TestImage,,,,,,,,,,,,
73,3798,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:735;Y:510,TestImage,,,,,,,,,,,,
74,3829,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:734;Y:510,TestImage,,,,,,,,,,,,
75,3853,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:734;Y:506,TestImage,,,,,,,,,,,,
76,3878,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:738;Y:493,TestImage,,,,,,,,,,,,
77,3902,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:763;Y:473,TestImage,,,,,,,,,,,,
78,3925,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:812;Y:445,TestImage,,,,,,,,,,,,
79,3950,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:858;Y:414,TestImage,,,,,,,,,,,,
80,3974,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:885;Y:397,TestImage,,,,,,,,,,,,
81,3998,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:887;Y:394,TestImage,,,,,,,,,,,,
82,4022,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:887;Y:392,TestImage,,,,,,,,,,,,
83,4046,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:887;Y:391,TestImage,,,,,,,,,,,,
84,4070,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:883;Y:388,TestImage,,,,,,,,,,,,
85,4094,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:876;Y:384,TestImage,,,,,,,,,,,,
86,4118,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:869;Y:382,TestImage,,,,,,,,,,,,
87,4142,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:857;Y:378,TestImage,,,,,,,,,,,,
88,4165,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:841;Y:374,TestImage,,,,,,,,,,,,
89,4190,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:828;Y:370,TestImage,,,,,,,,,,,,
90,4213,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:821;Y:367,TestImage,,,,,,,,,,,,
91,4246,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:819;Y:366,TestImage,,,,,,,,,,,,
92,4270,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:818;Y:365,TestImage,,,,,,,,,,,,
93,4358,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,18.1314868927002,51.1679545166633,11.8065795898438,789.15234375,,,,,,,,
94,4390,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:817;Y:365,TestImage,,,,,,,,,,,,
95,4421,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:816;Y:364,TestImage,,,,,,,,,,,,
96,4446,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:814;Y:361,TestImage,,,,,,,,,,,,
97,4470,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:813;Y:359,TestImage,,,,,,,,,,,,
98,4494,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:812;Y:357,TestImage,,,,,,,,,,,,
99,4574,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:811;Y:357,TestImage,,,,,,,,,,,,
100,4606,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:811;Y:355,TestImage,,,,,,,,,,,,
101,4630,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:811;Y:355,TestImage,,,,,,,,,,,,
102,4694,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:811;Y:355;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage,,,,,,,,,,,,
103,4846,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:811;Y:355;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage,,,,,,,,,,,CatI_tem1,2.0
104,5391,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,18.4449977874756,51.1502965878051,12.946704864502,789.22265625,,,,,,,,
105,6425,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,21.9108200073242,51.2702929932418,10.7540493011475,794.42578125,,,,,,,,
106,6558,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:161;Key:RShiftKey,TestImage,,,,,,,,,,,,
107,6892,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:65619;Key:Shift S,TestImage,,,,,,,,,,,,
108,7407,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:85;Key:U,TestImage,,,,,,,,,,,,
109,7445,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,21.194429397583,51.2027374876376,8.91390037536621,781.25,,,,,,,,
110,7868,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:78;Key:N,TestImage,,,,,,,,,,,,
111,8212,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:73;Key:I,TestImage,,,,,,,,,,,,
112,8485,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,18.8756217956543,51.0973228012306,12.7941226959229,786.54296875,,,,,,,,
113,8586,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:84;Key:T,TestImage,,,,,,,,,,,,
114,8902,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:65;Key:A,TestImage,,,,,,,,,,,,
115,9167,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:32;Key:Space,TestImage,,,,,,,,,,,,
116,9525,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,17.1278667449951,51.0998661243172,10.3995084762573,791.7734375,,,,,,,,
117,9683,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:50;Key:D2,TestImage,,,,,,,,,,,,
118,9978,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:49;Key:D1,TestImage,,,,,,,,,,,,
119,10523,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:83;Key:S,TestImage,,,,,,,,,,,,
120,10571,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,23.1133460998535,51.0459234527573,12.8199729919434,781.2578125,,,,,,,,
121,10713,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:84;Key:T,TestImage,,,,,,,,,,,,
122,11022,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:32;Key:Space,TestImage,,,,,,,,,,,,
123,11590,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:161;Key:RShiftKey,TestImage,,,,,,,,,,,,
124,11605,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,22.6711082458496,51.0894506107245,9.62142181396484,781.22265625,,,,,,,,
125,12047,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:65606;Key:Shift F,TestImage,,,,,,,,,,,,
126,12462,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:69;Key:E,TestImage,,,,,,,,,,,,
127,12641,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,22.6757125854492,51.0893052779767,12.0585260391235,781.3125,,,,,,,,
128,12961,ET_UserInputEvents,,,,,ScreenRecording-1,Keyboard,Id:K;KeyCode:66;Key:B,TestImage,,,,,,,,,,,,
129,13672,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,12.7778196334839,51.0884090593653,7.48160314559937,791.87890625,,,,,,,,
130,13701,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:811;Y:352,TestImage,,,,,,,,,,,,
131,13725,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:806;Y:316,TestImage,,,,,,,,,,,,
132,13750,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:815;Y:300,TestImage,,,,,,,,,,,,
133,13774,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:820;Y:299,TestImage,,,,,,,,,,,,
134,13798,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:825;Y:308,TestImage,,,,,,,,,,,,
135,13822,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:833;Y:350,TestImage,,,,,,,,,,,,
136,13846,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:847;Y:400,TestImage,,,,,,,,,,,,
137,13870,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:860;Y:421,TestImage,,,,,,,,,,,,
138,13894,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:865;Y:425,TestImage,,,,,,,,,,,,
139,14070,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:865;Y:425,TestImage,,,,,,,,,,,,
140,14094,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:865;Y:418,TestImage,,,,,,,,,,,,
141,14125,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:863;Y:413,TestImage,,,,,,,,,,,,
142,14150,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:861;Y:409,TestImage,,,,,,,,,,,,
143,14174,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:858;Y:406,TestImage,,,,,,,,,,,,
144,14198,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:858;Y:406,TestImage,,,,,,,,,,,,
145,14221,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:856;Y:405,TestImage,,,,,,,,,,,,
146,14246,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:855;Y:403,TestImage,,,,,,,,,,,,
147,14270,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:852;Y:401,TestImage,,,,,,,,,,,,
148,14293,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:851;Y:401,TestImage,,,,,,,,,,,,
149,14342,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:850;Y:401,TestImage,,,,,,,,,,,,
150,14717,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,19.610372543335,51.0657129285832,10.2824354171753,789.24609375,,,,,,,,
151,14750,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:849;Y:400,TestImage,,,,,,,,,,,,
152,14773,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:844;Y:402,TestImage,,,,,,,,,,,,
153,14798,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:842;Y:405,TestImage,,,,,,,,,,,,
154,14870,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:841;Y:405,TestImage,,,,,,,,,,,,
155,15222,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:841;Y:405;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage,,,,,,,,,,,,
156,15342,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:841;Y:405;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage,,,,,,,,,,,,
157,15753,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,23.8012371063232,51.6600027564778,9.80771350860596,781.3515625,,,,,,,,
158,15758,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:841;Y:404,TestImage,,,,,,,,,,,,
159,15785,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:850;Y:389,TestImage,,,,,,,,,,,,
160,15806,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:868;Y:370,TestImage,,,,,,,,,,,,
161,15830,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:908;Y:344,TestImage,,,,,,,,,,,,
162,15854,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1001;Y:304,TestImage,,,,,,,,,,,,
163,15878,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1128;Y:267,TestImage,,,,,,,,,,,,
164,15902,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1252;Y:234,TestImage,,,,,,,,,,,,
165,15926,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1329;Y:210,TestImage,,,,,,,,,,,,
166,15950,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1365;Y:199,TestImage,,,,,,,,,,,,
167,16102,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1371;Y:199,TestImage,,,,,,,,,,,,
168,16126,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1365;Y:199,TestImage,,,,,,,,,,,,
169,16222,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1365;Y:200,TestImage,,,,,,,,,,,,
170,16294,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1365;Y:200,TestImage,,,,,,,,,,,,
171,16318,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1383;Y:190,TestImage,,,,,,,,,,,,
172,16342,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1405;Y:179,TestImage,,,,,,,,,,,,
173,16366,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1429;Y:164,TestImage,,,,,,,,,,,,
174,16390,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1457;Y:148,TestImage,,,,,,,,,,,,
175,16414,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1479;Y:137,TestImage,,,,,,,,,,,,
176,16437,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1500;Y:131,TestImage,,,,,,,,,,,,
177,16461,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1512;Y:128,TestImage,,,,,,,,,,,,
178,16486,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1516;Y:127,TestImage,,,,,,,,,,,,
179,16614,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1517;Y:127,TestImage,,,,,,,,,,,,
180,16686,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1517;Y:126,TestImage,,,,,,,,,,,,
181,16710,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1516;Y:122,TestImage,,,,,,,,,,,,
182,16758,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1515;Y:119,TestImage,,,,,,,,,,,,
183,16782,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1521;Y:105,TestImage,,,,,,,,,,,,
184,16806,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1530;Y:93,TestImage,,,,,,,,,,,,
185,16812,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,27.1881046295166,52.2522337037784,11.9007806777954,781.39453125,,,,,,,,
186,16830,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1539;Y:83,TestImage,,,,,,,,,,,,
187,16854,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1542;Y:75,TestImage,,,,,,,,,,,,
188,16886,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1543;Y:73,TestImage,,,,,,,,,,,,
189,16910,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1544;Y:71,TestImage,,,,,,,,,,,,
190,16934,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1548;Y:67,TestImage,,,,,,,,,,,,
191,16957,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1550;Y:66,TestImage,,,,,,,,,,,,
192,16985,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1553;Y:62,TestImage,,,,,,,,,,,,
193,17006,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1553;Y:57,TestImage,,,,,,,,,,,,
194,17030,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1555;Y:53,TestImage,,,,,,,,,,,,
