timestamp,EEG_UnixTime,EEG_QuestionKey,EEG_Delta_TP9,EEG_Delta_AF7,EEG_Delta_AF8,EEG_Delta_TP10,EEG_Theta_TP9,EEG_Theta_AF7,EEG_Theta_AF8,EEG_Theta_TP10,EEG_Alpha_TP9,EEG_Alpha_AF7,EEG_Alpha_AF8,EEG_Alpha_TP10,EEG_Beta_TP9,EEG_Beta_AF7,EEG_Beta_AF8,EEG_Beta_TP10,EEG_Gamma_TP9,EEG_Gamma_AF7,EEG_Gamma_AF8,EEG_Gamma_TP10,EEG_RAW_TP9,EEG_RAW_AF7,EEG_RAW_AF8,EEG_RAW_TP10,EEG_AUX_RIGHT,EEG_Accelerometer_X,EEG_Accelerometer_Y,EEG_Accelerometer_Z,EEG_Gyro_X,EEG_Gyro_Y,EEG_Gyro_Z,EEG_HeadBandOn,EEG_HSI_TP9,EEG_HSI_AF7,EEG_HSI_AF8,EEG_HSI_TP10,EEG_Battery,EEG_Elements,GSR_UnixTime,GSR_Row,GSR_QuestionKey,GSR_Timestamp,GSR_SampleNumber,GSR_Timestamp RAW,GSR_Timestamp CAL,GSR_System Timestamp CAL,GSR_VSenseBatt RAW,GSR_VSenseBatt CAL,GSR_GSR RAW,GSR_GSR Resistance CAL,GSR_GSR Conductance CAL,GSR_Packet reception rate RAW,EYE_UnixTime,EYE_Row,EYE_QuestionKey,EYE_Timestamp,EYE_ET_GazeLeftx,EYE_ET_GazeLefty,EYE_ET_GazeRightx,EYE_ET_GazeRighty,EYE_ET_PupilLeft,EYE_ET_PupilRight,EYE_ET_TimeSignal,EYE_ET_DistanceLeft,EYE_ET_DistanceRight,EYE_ET_CameraLeftX,EYE_ET_CameraLeftY,EYE_ET_CameraRightX,EYE_ET_CameraRightY,EYE_ET_ValidityLeft,EYE_ET_ValidityRight,IVT_UnixTime,IVT_Row,IVT_QuestionKey,IVT_Timestamp,IVT_Gaze X,IVT_Gaze Y,IVT_Interpolated Gaze X,IVT_Interpolated Gaze Y,IVT_Interpolated Distance,IVT_Gaze Velocity,IVT_Gaze Acceleration,IVT_Fixation Index,IVT_Fixation Index by Stimulus,IVT_Fixation X,IVT_Fixation Y,IVT_Fixation Start,IVT_Fixation End,IVT_Fixation Duration,IVT_Fixation Dispersion,IVT_Saccade Index,IVT_Saccade Index by Stimulus,IVT_Saccade Start,IVT_Saccade End,IVT_Saccade Duration,IVT_Saccade Amplitude,IVT_Saccade Peak Velocity,IVT_Saccade Peak Acceleration,IVT_Saccade Peak Deceleration,IVT_Saccade Direction,engagement
0,-1.6908463501869164,,2.0662378979873575,-1.1527665730739554,-1.0552639605534961,-2.220446049250313e-16,-1.747033073394043,-1.4415131646009163,-1.2700836836131066,5.551115123125783e-17,0.431561837865326,-1.2407352493648791,-0.9776892384571044,-2.220446049250313e-16,-0.9546522890748179,-1.7738765093876927,1.702790309854125,-2.220446049250313e-16,1.231736365590793,2.504064458688083,1.4762374954165933,-2.220446049250313e-16,-0.7168729717836625,-0.29639337059104043,0.17042510293199908,2.4226847173284183,-1.2790709963807658,0.5216666993578999,-1.1068151162346416,1.148647219803453,-1.2176509634786827,0.00410928504998342,0.8411060053977535,0.0,0.0,0.0,0.0,-0.48011236597490137,0.0,,-1.7230916617786114,-1.7285901631375231,,2023-03-28 17:02:25.028903,,,,,,,,,,,-1.7202182978217404,-1.7285901631375231,,2023-03-28 17:02:25.028903,,,,,,,,,,,,,,,,-1.7202182978217404,-1.7285901631375231,,2023-03-28 17:02:25.028903,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
1,-1.6837117070564334,,2.0662378979873575,-1.1527665730739554,-1.0552639605534961,-2.220446049250313e-16,-1.747033073394043,-1.4415131646009163,-1.2700836836131066,5.551115123125783e-17,0.431561837865326,-1.2407352493648791,-0.9776892384571044,-2.220446049250313e-16,-0.9546522890748179,-1.7738765093876927,1.702790309854125,-2.220446049250313e-16,1.231736365590793,2.504064458688083,1.4762374954165933,-2.220446049250313e-16,-0.15587762219456208,-0.6348933048799378,0.4171324346438199,2.3851109185200015,-0.15681073471684692,0.5216666993578999,-1.1068151162346416,1.148647219803453,-1.2176509634786827,0.00410928504998342,0.8411060053977535,0.0,0.0,0.0,0.0,-0.48011236597490137,0.0,,-1.7168150074140387,-1.7216619460507996,,2023-03-28 17:02:25.035975,-1.7285762788791843,-1.7285762788791843,-1.7285762788791843,-1.728575844126599,-1.352179693078425,-1.3521796930783747,0.8409077827150288,-0.8446748105415485,0.8409077827150323,0.0,-1.7167772120544738,-1.7216619460507996,,2023-03-28 17:02:25.033038,0.11826927656592695,1.100236013020001,0.0038171908059866613,0.85421428960915,-0.5925532502346911,-0.6266346234678043,-1.7286151771035856,0.29720470340110944,0.2303129597127039,0.29392505108718014,0.2962746336038812,0.23244356134175173,0.2363100720956476,-0.2955270622827708,-0.2347013970190886,-1.7167772120544738,-1.7216619460507996,,2023-03-28 17:02:25.033038,-0.2658751728604951,1.033408088193546,-0.285972530644533,0.9074227829717735,-0.07214481752383846,0.32617938334133423,-3.999093317837026,-1.7175756064447978,,-0.6143610288125593,1.037952785956378,-1.1395795929479995,-1.744448697698129,-1.5816828678287358,3.429434735747648,,,,,,,,,,,0.5075541337160415
2,-1.6789550893006024,,2.0662378979873575,-1.1527665730739554,-1.0552639605534961,-2.220446049250313e-16,-1.747033073394043,-1.4415131646009163,-1.2700836836131066,5.551115123125783e-17,0.431561837865326,-1.2407352493648791,-0.9776892384571044,-2.220446049250313e-16,-0.9546522890748179,-1.7738765093876927,1.702790309854125,-2.220446049250313e-16,1.231736365590793,2.504064458688083,1.4762374954165933,-2.220446049250313e-16,-0.8664674620275934,-0.9057043416900745,0.8118622060857371,2.1707153063373066,0.13225566297376207,0.5216666993578999,-1.1068151162346416,1.148647219803453,-1.2176509634786827,0.00410928504998342,0.8411060053977535,0.0,0.0,0.0,0.0,-0.48011236597490137,0.0,,-1.7098806375482831,-1.714733728964076,,2023-03-28 17:02:25.043787,-1.7216202375154852,-1.7216202375154852,-1.7216202375154854,-1.7216198027629002,0.10593848776479267,0.10593848776485905,0.7946601763326877,-0.7988872732096408,0.7946601763326896,0.0,-1.7098525824736888,-1.714733728964076,,2023-03-28 17:02:25.041360,-2.9131379879276116,-2.3581406689884354,0.0002772261479209359,0.85421428960915,-0.5925532502346911,1.4305288283390776,-1.7216689227083495,-3.383671287544728,0.22964456245917894,-3.383779688410923,-3.3837819253976407,0.23225488432912564,0.23649261300631869,3.3837848631377256,-0.2347013970190886,-1.7098525824736888,-1.714733728964076,,2023-03-28 17:02:25.041360,-0.3012842466395649,0.8528717124323351,-0.3046816712952542,0.9151211724412968,-1.9000836445312361,-0.2101970272736559,-0.7361726183957719,-1.7175756064447978,,-0.6143610288125593,1.037952785956378,-1.1395795929479995,-1.744448697698129,-1.5816828678287358,3.429434735747648,,,,,,,,,,,0.5151034769375086
3,-1.6313911797684002,,2.0662378979873575,-1.1527665730739554,-1.0552639605534961,-2.220446049250313e-16,-1.747033073394043,-1.4415131646009163,-1.2700836836131066,5.551115123125783e-17,0.431561837865326,-1.2407352493648791,-1.5962335128243401,-2.220446049250313e-16,-0.9546522890748179,-1.7738765093876927,1.702790309854125,-2.220446049250313e-16,1.231736365590793,2.504064458688083,1.4762374954165933,-2.220446049250313e-16,-0.8664674620275934,-0.9057043416900745,0.8118622060857371,2.1707153063373066,0.13225566297376207,0.5216666993578999,-1.1068151162346416,1.148647219803453,-1.2176509634786827,0.00410928504998342,0.8411060053977535,0.0,0.0,0.0,0.0,-0.48011236597490137,0.0,,-1.7029464793027016,-1.7078055118773525,,2023-03-28 17:02:25.051600,-1.7146641961517863,-1.7146641961517863,-1.7146641961517863,-1.714663761399201,1.2989442720910616,1.2989442720910285,0.7946601763326877,-0.7988872732096408,0.7946601763326896,0.0,-1.7027718104517804,-1.7078055118773525,,2023-03-28 17:02:25.049869,0.029470477909045507,0.8512328919153936,0.010897120122118112,0.8418300475065196,-0.5925532502346911,-0.6266346234678043,-1.714564893757124,0.2984270972563321,0.22907721277934917,0.2937181349413268,0.29640983490376055,0.23220215609387201,0.2364976263908197,-0.2955270622827708,-0.2347013970190886,-1.7027718104517804,-1.7078055118773525,,2023-03-28 17:02:25.049869,-0.34554558886340214,0.8528717124323351,-0.3273295783987548,0.8637985759778126,-0.06059257340571332,0.4787552769936303,0.9691801412188557,-1.7175756064447978,,-0.6143610288125593,1.037952785956378,-1.1395795929479995,-1.744448697698129,-1.5816828678287358,3.429434735747648,,,,,,,,,,,0.5226432422077446
4,-1.6242565366379171,,2.0662378979873575,-1.1527665730739554,-1.0552639605534961,-2.220446049250313e-16,-1.747033073394043,-1.4415131646009163,-1.2700836836131066,5.551115123125783e-17,0.431561837865326,-1.2407352493648791,-1.5962335128243401,-2.220446049250313e-16,-0.8369321461244735,-1.5388036719399343,1.586440923664824,-2.220446049250313e-16,1.231736365590793,2.504064458688083,1.4762374954165933,-2.220446049250313e-16,-0.8664674620275934,-0.9057043416900745,0.8118622060857371,2.1707153063373066,0.13225566297376207,0.5216666993578999,-1.1068151162346416,1.148647219803453,-1.2176509634786827,0.00410928504998342,0.8411060053977535,0.0,0.0,0.0,0.0,-0.48011236597490137,0.0,,-1.6960118978167718,-1.700877294790629,,2023-03-28 17:02:25.059412,-1.7077081547880875,-1.7077081547880875,-1.7077081547880875,-1.7077077200355022,1.1663880738325874,1.166388073832579,0.8871553890973698,-0.8904316231377849,0.8871553890973589,0.0,-1.6959761422264337,-1.700877294790629,,2023-03-28 17:02:25.058035,0.04478061560850782,0.8069656703856857,0.0073571554640523866,0.9347118632762481,-0.5925532502346911,-0.6266346234678043,-1.7077505355515787,0.2985739200476893,0.2292686469441937,0.2939974371368664,0.29639797000095425,0.23244215400451185,0.2363204569635424,-0.2955270622827708,-0.2347013970190886,-1.6959761422264337,-1.700877294790629,,2023-03-28 17:02:25.058035,-0.33374256427037885,0.8797601088223026,-0.38444169196411054,1.0049357162524046,-0.044626218798919974,0.7950270352801133,0.47387523636481427,-1.7175756064447978,,-0.6143610288125593,1.037952785956378,-1.1395795929479995,-1.744448697698129,-1.5816828678287358,3.429434735747648,,,,,,,,,,,0.5301686481440023
5,-1.6195004858886133,,1.8170300737679208,-1.3940357091772706,-1.2696282580524179,-2.220446049250313e-16,-1.747033073394043,-1.4415131646009163,-1.2700836836131066,5.551115123125783e-17,0.431561837865326,-1.2407352493648791,-1.5962335128243401,-2.220446049250313e-16,-0.8369321461244735,-1.5388036719399343,1.586440923664824,-2.220446049250313e-16,1.231736365590793,2.504064458688083,1.4762374954165933,-2.220446049250313e-16,-0.8664674620275934,-0.9057043416900745,0.8118622060857371,2.1707153063373066,0.13225566297376207,0.5216666993578999,-1.1068151162346416,1.148647219803453,-1.2176509634786827,0.00410928504998342,0.8411060053977535,0.0,0.0,0.0,0.0,-0.48011236597490137,0.0,,-1.6890775279510162,-1.6939490777039055,,2023-03-28 17:02:25.067225,-1.7007521134243886,-1.7007521134243886,-1.7007521134243886,-1.7007516786718033,-0.954511098303002,-0.954511098302985,0.9796506018620518,-0.9818531977433113,0.9796506018620443,0.0,-1.6890241331578786,-1.6939490777039055,,2023-03-28 17:02:25.066389,-2.9131379879276116,-2.3581406689884354,-0.1023817489359851,1.194780947431488,-0.5925532502346911,1.5437671834844104,-1.7007733940739365,-3.383671287544728,0.22965661400466553,-3.383779688410923,-3.3837819253976407,0.23227571292027596,0.2365431944749449,3.3837848631377256,-0.2347013970190886,-1.6890241331578786,-1.6939490777039055,,2023-03-28 17:02:25.066389,-0.47242810323840223,1.2754036557032538,-0.3696713177661742,1.0216155601030408,-1.8990497087406972,-0.11985449142511316,-1.2644344425587486,-1.7175756064447978,,-0.6143610288125593,1.037952785956378,-1.1395795929479995,-1.744448697698129,-1.5816828678287358,3.429434735747648,,,,,,,,,,,0.5376749224695836
6,-1.6147438681327821,,1.8170300737679208,-1.3940357091772706,-1.2696282580524179,-2.220446049250313e-16,-1.6448654926106174,-1.3187621874315665,-1.3815203322091256,5.551115123125783e-17,0.431561837865326,-1.2407352493648791,-1.5962335128243401,-2.220446049250313e-16,-0.8369321461244735,-1.5388036719399343,1.586440923664824,-2.220446049250313e-16,1.231736365590793,2.504064458688083,1.4762374954165933,-2.220446049250313e-16,-0.8664674620275934,-0.9057043416900745,0.8118622060857371,2.1707153063373066,0.13225566297376207,0.5216666993578999,-1.1068151162346416,1.148647219803453,-1.2176509634786827,0.00410928504998342,0.8411060053977535,0.0,0.0,0.0,0.0,-0.48011236597490137,0.0,,-1.6821431580852606,-1.687020860617182,,2023-03-28 17:02:25.075037,-1.6937960720606895,-1.6937960720606895,-1.6937960720606897,-1.6937956373081045,-0.2917301070106303,-0.2917301070106135,0.9334029954797107,-0.9361577419137732,0.9334029954797338,0.0,-1.682089583472829,-1.687020860617182,,2023-03-28 17:02:25.074722,0.026408450369153045,0.8512328919153936,0.06753655465116971,0.9223276211736177,-0.5925532502346911,-0.6266346234678043,-1.6938179570325833,0.29861156691726876,0.2292468614581218,0.29367329157593786,0.2964438183290824,0.23216594061556572,0.23654964025501762,-0.2955270622827708,-0.2347013970190886,-1.682089583472829,-1.687020860617182,,2023-03-28 17:02:25.074722,-0.3012842466395649,0.9028073057279891,-0.33323772807792934,1.0447107285116106,-0.04357239962787356,0.7261639001578104,1.2102652832379732,-1.7175756064447978,,-0.6143610288125593,1.037952785956378,-1.1395795929479995,-1.744448697698129,-1.5816828678287358,3.429434735747648,,,,,,,,,,,0.545157305040204
7,-1.6099878173834783,,1.8170300737679208,-1.3940357091772706,-1.2696282580524179,-2.220446049250313e-16,-1.6448654926106174,-1.3187621874315665,-1.3815203322091256,5.551115123125783e-17,0.431561837865326,-1.2407352493648791,-1.5962335128243401,-2.220446049250313e-16,-0.8369321461244735,-1.5388036719399343,1.586440923664824,-2.220446049250313e-16,1.0384236498004569,1.6141709741320749,1.318653524342927,-2.220446049250313e-16,-0.8664674620275934,-0.9057043416900745,0.8118622060857371,2.1707153063373066,0.13225566297376207,0.5216666993578999,-1.1068151162346416,1.148647219803453,-1.2176509634786827,0.00410928504998342,0.8411060053977535,0.0,0.0,0.0,0.0,-0.48011236597490137,0.0,,-1.675208999839679,-1.6800926435304584,,2023-03-28 17:02:25.082850,-1.6868400306969906,-1.6868400306969906,-1.6868400306969906,-1.6868395959444054,0.63616328079869,0.6361632807986569,0.9334029954797107,-0.9361577419137732,0.9334029954797338,0.0,-1.675145113683515,-1.6800926435304584,,2023-03-28 17:02:25.083067,0.08152494608721739,0.8567662946066071,0.09585627191569553,0.9904409527380852,-0.5925532502346911,-0.6266346234678043,-1.6868516677730614,0.29874446036688107,0.22990923293890347,0.2938723186112135,0.2962481206729188,0.2323909269289804,0.2363827661709124,-0.2955270622827708,-0.2347013970190886,-1.675145113683515,-1.6800926435304584,,2023-03-28 17:02:25.083067,-0.22456458678491367,0.9489016995393621,-0.25643178224866026,0.954896184700503,-0.008140215431927292,0.5971269330776591,-0.161621323213275,-1.7175756064447978,,-0.6143610288125593,1.037952785956378,-1.1395795929479995,-1.744448697698129,-1.5816828678287358,3.429434735747648,,,,,,,,,,,0.5526110508626643
8,-1.6670643954208153,,1.8170300737679208,-1.3940357091772706,-1.2696282580524179,-2.220446049250313e-16,-1.6448654926106174,-1.3187621874315665,-1.3815203322091256,5.551115123125783e-17,0.431561837865326,-1.2407352493648791,-1.5962335128243401,-2.220446049250313e-16,-0.8369321461244735,-1.5388036719399343,1.586440923664824,-2.220446049250313e-16,1.0384236498004569,1.6141709741320749,1.318653524342927,-2.220446049250313e-16,-1.689256186141639,-0.9057043416900745,0.7625197600948749,1.916535252410038,-0.27583782670294554,0.5216666993578999,-1.1068151162346416,1.148647219803453,-1.2176509634786827,0.00410928504998342,0.8411060053977535,0.0,0.0,0.0,0.0,-0.48011236597490137,0.0,,-1.6682744183537492,-1.6731644264437349,,2023-03-28 17:02:25.090662,-1.6798839893332917,-1.6798839893332917,-1.6798839893332917,-1.6798835545807065,1.6966128668664846,1.6966128668664595,0.9796506018620518,-0.9818531977433113,0.9796506018620443,0.0,-1.6682351658570413,-1.6731644264437349,,2023-03-28 17:02:25.091371,-2.9131379879276116,-2.3581406689884354,0.03567687272857819,0.9780567106354547,-0.5925532502346911,1.4425897699136345,-1.6799187699539995,-3.383671287544728,0.23085435221763953,-3.383779688410923,-3.3837819253976407,0.23212681664029702,0.23658553966903387,3.3837848631377256,-0.2347013970190886,-1.6682351658570413,-1.6731644264437349,,2023-03-28 17:02:25.091371,-0.24226912367444858,1.0065196918035781,-0.2554470906354681,0.9356502110266947,-1.7962923978950478,-0.19453423836498449,-1.0982921194951623,-1.7175756064447978,,-0.6143610288125593,1.037952785956378,-1.1395795929479995,-1.744448697698129,-1.5816828678287358,3.429434735747648,,,,,,,,,,,0.5600314331039133
9,-1.598096556497164,,1.8170300737679208,-1.3940357091772706,-1.2696282580524179,-2.220446049250313e-16,-1.6448654926106174,-1.3187621874315665,-1.3815203322091256,5.551115123125783e-17,0.431561837865326,-1.2407352493648791,-1.5962335128243401,-2.220446049250313e-16,-0.8369321461244735,-1.5388036719399343,1.586440923664824,-2.220446049250313e-16,1.0384236498004569,1.6141709741320749,1.318653524342927,-2.220446049250313e-16,-1.5770573018606246,-1.1088079987230859,0.7625197600948749,1.7750782405479235,-0.27583782670294554,0.5216666993578999,-1.1068151162346416,1.148647219803453,-1.2176509634786827,0.00410928504998342,0.8411060053977535,0.0,0.0,0.0,0.0,-0.48011236597490137,0.0,,-1.6613400484879937,-1.6662362093570113,,2023-03-28 17:02:25.098475,-1.6729279479695929,-1.6729279479695929,-1.6729279479695929,-1.6729275132170076,-0.954511098303002,-0.954511098302985,1.072145814626734,-1.0731522438521341,1.0721458146267138,0.0,-1.6612916880781536,-1.6662362093570113,,2023-03-28 17:02:25.099715,0.06621480838775506,0.7848320596208317,0.025056978754381013,0.9037512580196719,-0.5925532502346911,-0.6266346234678043,-1.6729549850525314,0.2987538720842758,0.23118020746675746,0.29360948666407244,0.29648468632763736,0.232065362914156,0.23662627341810466,-0.2955270622827708,-0.2347013970190886,-1.6612916880781536,-1.6662362093570113,,2023-03-28 17:02:25.099715,-0.2983334904913091,0.8451893134637729,-0.2977888300028821,0.9099889127949525,0.04687709863740215,0.0653523360155619,0.3849528749328568,-1.7175756064447978,,-0.6143610288125593,1.037952785956378,-1.1395795929479995,-1.744448697698129,-1.5816828678287358,3.429434735747648,,,,,,,,,,,0.5674137460885946
