Row,Timestamp,Combined Event Source,SlideEvent,StimType,Duration,CollectionPhase,SourceStimuliName,InputEventSource,Data,StimType.1,CPU Sys,Memory Sys,CPU Proc,Memory Proc,Event Group,Event Label,Event Text,Event Index,Category 1 active on ScreenRecording-1,Category 1 instance on ScreenRecording-1,CatI_tem1 active on ScreenRecording-1,CatI_tem1 instance on ScreenRecording-1
3909,434371,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,5.5341854095459,61.4468068820869,1.67103385925293,2545.06640625,,,,,,,,
3910,434966,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:934;Y:638,TestImage,,,,,,,,,,,,
3911,434989,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:949;Y:651,TestImage,,,,,,,,,,,,
3912,435014,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:976;Y:677,TestImage,,,,,,,,,,,,
3913,435038,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1073;Y:750,TestImage,,,,,,,,,,,,
3914,435062,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1216;Y:847,TestImage,,,,,,,,,,,,
3915,435086,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1316;Y:908,TestImage,,,,,,,,,,,,
3916,435120,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1361;Y:943,TestImage,,,,,,,,,,,,
3917,435142,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1395;Y:971,TestImage,,,,,,,,,,,,
3918,435166,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1407;Y:981,TestImage,,,,,,,,,,,,
3919,435190,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1420;Y:994,TestImage,,,,,,,,,,,,
3920,435221,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1444;Y:1027,TestImage,,,,,,,,,,,,
3921,435245,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1485;Y:1079,TestImage,,,,,,,,,,,,
3922,435270,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1493;Y:1080,TestImage,,,,,,,,,,,,
3923,435341,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1493;Y:1079,TestImage,,,,,,,,,,,,
3924,435365,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1484;Y:1073,TestImage,,,,,,,,,,,,
3925,435389,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1464;Y:1063,TestImage,,,,,,,,,,,,
3926,435412,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,6.12802934646606,61.8259315768579,2.43833589553833,2583.578125,,,,,,,,
3927,435414,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1441;Y:1052,TestImage,,,,,,,,,,,,
3928,435438,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1417;Y:1045,TestImage,,,,,,,,,,,,
3929,435461,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1393;Y:1035,TestImage,,,,,,,,,,,,
3930,435485,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1371;Y:1024,TestImage,,,,,,,,,,,,
3931,435510,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1350;Y:1016,TestImage,,,,,,,,,,,,
3932,435534,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1336;Y:1010,TestImage,,,,,,,,,,,,
3933,435558,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1326;Y:1006,TestImage,,,,,,,,,,,,
3934,435581,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1317;Y:1002,TestImage,,,,,,,,,,,,
3935,435606,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1296;Y:992,TestImage,,,,,,,,,,,,
3936,435630,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1284;Y:983,TestImage,,,,,,,,,,,,
3937,435654,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1278;Y:979,TestImage,,,,,,,,,,,,
3938,435726,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1277;Y:978;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage,,,,,,,,,,,,
3939,435798,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1277;Y:978;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage,,,,,,,,,,,,
3940,435846,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1278;Y:976,TestImage,,,,,,,,,,,,
3941,435870,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1306;Y:974,TestImage,,,,,,,,,,,,
3942,435891,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1330;Y:970,TestImage,,,,,,,,,,,,
3943,435918,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1437;Y:955,TestImage,,,,,,,,,,,,
3944,435942,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1515;Y:940,TestImage,,,,,,,,,,,,
3945,435966,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1581;Y:935,TestImage,,,,,,,,,,,,
3946,435989,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1630;Y:935,TestImage,,,,,,,,,,,,
3947,436025,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1674;Y:935,TestImage,,,,,,,,,,,,
3948,436054,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1701;Y:935,TestImage,,,,,,,,,,,,
3949,436077,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1716;Y:939,TestImage,,,,,,,,,,,,
3950,436102,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1727;Y:941,TestImage,,,,,,,,,,,,
3951,436166,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1731;Y:944,TestImage,,,,,,,,,,,,
3952,436189,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1731;Y:947,TestImage,,,,,,,,,,,,
3953,436214,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1731;Y:951,TestImage,,,,,,,,,,,,
3954,436237,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1731;Y:954,TestImage,,,,,,,,,,,,
3955,436262,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1726;Y:973,TestImage,,,,,,,,,,,,
3956,436286,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1722;Y:986,TestImage,,,,,,,,,,,,
3957,436310,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1721;Y:991,TestImage,,,,,,,,,,,,
3958,436471,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,7.62467908859253,62.2936365814153,3.23470592498779,2624.4765625,,,,,,,,
3959,436486,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1721;Y:993;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage,,,,,,,,,,,,
3960,436566,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1721;Y:993;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage,,,,,,,,,,,CatI_tem1,40.0
3961,436629,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1719;Y:993,TestImage,,,,,,,,,,,,
3962,436653,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1711;Y:991,TestImage,,,,,,,,,,,,
3963,436677,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1708;Y:988,TestImage,,,,,,,,,,,,
3964,436702,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1703;Y:985,TestImage,,,,,,,,,,,,
3965,436725,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1691;Y:979,TestImage,,,,,,,,,,,,
3966,436750,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1663;Y:965,TestImage,,,,,,,,,,,,
3967,436774,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1630;Y:955,TestImage,,,,,,,,,,,,
3968,436798,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1611;Y:950,TestImage,,,,,,,,,,,,
3969,436821,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1593;Y:943,TestImage,,,,,,,,,,,,
3970,436845,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1555;Y:936,TestImage,,,,,,,,,,,,
3971,436869,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1462;Y:933,TestImage,,,,,,,,,,,,
3972,436893,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1389;Y:936,TestImage,,,,,,,,,,,,
3973,436918,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1343;Y:945,TestImage,,,,,,,,,,,,
3974,436941,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1318;Y:947,TestImage,,,,,,,,,,,,
3975,436969,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1297;Y:947,TestImage,,,,,,,,,,,,
3976,436990,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1279;Y:950,TestImage,,,,,,,,,,,,
3977,437013,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1269;Y:951,TestImage,,,,,,,,,,,,
3978,437037,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1261;Y:951,TestImage,,,,,,,,,,,,
3979,437061,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1247;Y:952,TestImage,,,,,,,,,,,,
3980,437086,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1224;Y:956,TestImage,,,,,,,,,,,,
3981,437110,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1207;Y:958,TestImage,,,,,,,,,,,,
3982,437133,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1199;Y:960,TestImage,,,,,,,,,,,,
3983,437157,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1195;Y:960,TestImage,,,,,,,,,,,,
3984,437181,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1184;Y:960,TestImage,,,,,,,,,,,,
3985,437206,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1168;Y:964,TestImage,,,,,,,,,,,,
3986,437230,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1137;Y:975,TestImage,,,,,,,,,,,,
3987,437254,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1103;Y:985,TestImage,,,,,,,,,,,,
3988,437277,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1056;Y:991,TestImage,,,,,,,,,,,,
3989,437301,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:994;Y:999,TestImage,,,,,,,,,,,,
3990,437325,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:925;Y:1007,TestImage,,,,,,,,,,,,
3991,437349,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:865;Y:1007,TestImage,,,,,,,,,,,,
3992,437374,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:787;Y:989,TestImage,,,,,,,,,,,,
3993,437398,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:684;Y:944,TestImage,,,,,,,,,,,,
3994,437422,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:565;Y:899,TestImage,,,,,,,,,,,,
3995,437445,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:463;Y:849,TestImage,,,,,,,,,,,,
3996,437470,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:380;Y:798,TestImage,,,,,,,,,,,,
3997,437493,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:311;Y:730,TestImage,,,,,,,,,,,,
3998,437506,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,7.31731605529785,62.0197327960543,3.30130386352539,2663.78515625,,,,,,,,
3999,437517,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:247;Y:656,TestImage,,,,,,,,,,,,
4000,437542,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:191;Y:597,TestImage,,,,,,,,,,,,
4001,437566,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:168;Y:573,TestImage,,,,,,,,,,,,
4002,437589,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:162;Y:565,TestImage,,,,,,,,,,,,
4003,437622,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:162;Y:563,TestImage,,,,,,,,,,,,
4004,437661,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:162;Y:562,TestImage,,,,,,,,,,,,
4005,437686,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:161;Y:562,TestImage,,,,,,,,,,,,
4006,437773,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:161;Y:562,TestImage,,,,,,,,,,,,
4007,437798,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:179;Y:567,TestImage,,,,,,,,,,,,
4008,437822,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:211;Y:587,TestImage,,,,,,,,,,,,
4009,437845,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:234;Y:610,TestImage,,,,,,,,,,,,
4010,437869,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:259;Y:643,TestImage,,,,,,,,,,,,
4011,437894,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:284;Y:682,TestImage,,,,,,,,,,,,
4012,437918,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:309;Y:716,TestImage,,,,,,,,,,,,
4013,437942,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:325;Y:741,TestImage,,,,,,,,,,,,
4014,437966,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:330;Y:752,TestImage,,,,,,,,,,,,
4015,437997,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:330;Y:753,TestImage,,,,,,,,,,,,
4016,438021,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:331;Y:759,TestImage,,,,,,,,,,,,
4017,438045,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:334;Y:770,TestImage,,,,,,,,,,,,
4018,438070,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:340;Y:783,TestImage,,,,,,,,,,,,
4019,438094,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:343;Y:788,TestImage,,,,,,,,,,,,
4020,438486,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:344;Y:789,TestImage,,,,,,,,,,,,
4021,438517,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:347;Y:789,TestImage,,,,,,,,,,,,
4022,438557,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:349;Y:787,TestImage,,,,,,,,,,,,
4023,438560,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,9.36073207855225,62.2903181503404,4.44146871566772,2714.4453125,,,,,,,,
4024,438581,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:352;Y:783,TestImage,,,,,,,,,,,,
4025,438606,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:355;Y:778,TestImage,,,,,,,,,,,,
4026,438629,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:359;Y:768,TestImage,,,,,,,,,,,,
4027,438653,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:363;Y:756,TestImage,,,,,,,,,,,,
4028,438678,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:366;Y:744,TestImage,,,,,,,,,,,,
4029,438699,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:368;Y:735,TestImage,,,,,,,,,,,,
4030,438725,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:375;Y:721,TestImage,,,,,,,,,,,,
4031,438749,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:384;Y:706,TestImage,,,,,,,,,,,,
4032,438774,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:393;Y:689,TestImage,,,,,,,,,,,,
4033,438798,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:403;Y:673,TestImage,,,,,,,,,,,,
4034,438822,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:409;Y:654,TestImage,,,,,,,,,,,,
4035,438845,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:414;Y:642,TestImage,,,,,,,,,,,,
4036,438870,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:417;Y:625,TestImage,,,,,,,,,,,,
4037,438893,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:420;Y:620,TestImage,,,,,,,,,,,,
4038,439013,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:420;Y:619,TestImage,,,,,,,,,,,,
4039,439038,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:420;Y:617,TestImage,,,,,,,,,,,,
4040,439062,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:420;Y:599,TestImage,,,,,,,,,,,,
4041,439091,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:420;Y:567,TestImage,,,,,,,,,,,,
4042,439118,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:397;Y:466,TestImage,,,,,,,,,,,,
4043,439142,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:371;Y:391,TestImage,,,,,,,,,,,,
4044,439166,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:351;Y:346,TestImage,,,,,,,,,,,,
4045,439190,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:340;Y:313,TestImage,,,,,,,,,,,,
4046,439217,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:335;Y:295,TestImage,,,,,,,,,,,,
4047,439351,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:334;Y:292,TestImage,,,,,,,,,,,,
4048,439373,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:342;Y:290,TestImage,,,,,,,,,,,,
4049,439397,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:371;Y:290,TestImage,,,,,,,,,,,,
4050,439422,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:421;Y:290,TestImage,,,,,,,,,,,,
4051,439445,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:489;Y:290,TestImage,,,,,,,,,,,,
4052,439478,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:569;Y:291,TestImage,,,,,,,,,,,,
4053,439501,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:680;Y:305,TestImage,,,,,,,,,,,,
4054,439525,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:749;Y:314,TestImage,,,,,,,,,,,,
4055,439549,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:781;Y:318,TestImage,,,,,,,,,,,,
4056,439574,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:787;Y:319,TestImage,,,,,,,,,,,,
4057,439616,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,6.81208276748657,62.4855484748903,3.1436779499054,2749.58984375,,,,,,,,
4058,439662,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:789;Y:319,TestImage,,,,,,,,,,,,
4059,439685,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:795;Y:312,TestImage,,,,,,,,,,,,
4060,439709,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:798;Y:303,TestImage,,,,,,,,,,,,
4061,439733,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:811;Y:276,TestImage,,,,,,,,,,,,
4062,439757,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:813;Y:268,TestImage,,,,,,,,,,,,
4063,440325,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:816;Y:271,TestImage,,,,,,,,,,,,
4064,440348,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:821;Y:290,TestImage,,,,,,,,,,,,
4065,440373,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:831;Y:316,TestImage,,,,,,,,,,,,
4066,440398,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:842;Y:341,TestImage,,,,,,,,,,,,
4067,440421,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:847;Y:356,TestImage,,,,,,,,,,,,
4068,440446,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:847;Y:361,TestImage,,,,,,,,,,,,
4069,440481,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:849;Y:368,TestImage,,,,,,,,,,,,
4070,440501,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:850;Y:374,TestImage,,,,,,,,,,,,
4071,440525,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:850;Y:377,TestImage,,,,,,,,,,,,
4072,440557,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:850;Y:378,TestImage,,,,,,,,,,,,
4073,440629,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:850;Y:378,TestImage,,,,,,,,,,,,
4074,440658,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,6.7190260887146,62.7868959274615,3.56759142875671,2786.73046875,,,,,,,,
4075,440685,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:850;Y:380,TestImage,,,,,,,,,,,,
4076,440710,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:850;Y:380,TestImage,,,,,,,,,,,,
4077,441693,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,8.53031539916992,63.002133726959,4.05903291702271,2828.43359375,,,,,,,,
4078,442753,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,7.76635932922363,63.2810514921192,3.69608426094055,2878.00390625,,,,,,,,
4079,443794,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,8.33889007568359,63.4833546770622,4.47784280776978,2909.39453125,,,,,,,,
4080,444365,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:850;Y:381,TestImage,,,,,,,,,,,,
4081,444389,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:850;Y:415,TestImage,,,,,,,,,,,,
4082,444414,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:858;Y:492,TestImage,,,,,,,,,,,,
4083,444438,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:858;Y:595,TestImage,,,,,,,,,,,,
4084,444461,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:858;Y:690,TestImage,,,,,,,,,,,,
4085,444486,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:858;Y:754,TestImage,,,,,,,,,,,,
4086,444510,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:855;Y:789,TestImage,,,,,,,,,,,,
4087,444534,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:855;Y:819,TestImage,,,,,,,,,,,,
4088,444557,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:855;Y:842,TestImage,,,,,,,,,,,,
4089,444581,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:857;Y:853,TestImage,,,,,,,,,,,,
4090,444605,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:868;Y:864,TestImage,,,,,,,,,,,,
4091,444630,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:900;Y:886,TestImage,,,,,,,,,,,,
4092,444654,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:970;Y:919,TestImage,,,,,,,,,,,,
4093,444678,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1038;Y:948,TestImage,,,,,,,,,,,,
4094,444701,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1090;Y:960,TestImage,,,,,,,,,,,,
4095,444725,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1125;Y:961,TestImage,,,,,,,,,,,,
4096,444750,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1158;Y:961,TestImage,,,,,,,,,,,,
4097,444774,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1190;Y:961,TestImage,,,,,,,,,,,,
4098,444797,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1215;Y:961,TestImage,,,,,,,,,,,,
4099,444822,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1228;Y:961,TestImage,,,,,,,,,,,,
4100,444846,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,10.9350986480713,55.9274324523666,4.74544143676758,1679.5625,,,,,,,,
4101,444990,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1228;Y:961;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage,,,,,,,,,,,CatI_tem1,41.0
4102,445063,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1228;Y:961;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage,,,,,,,,,,,,
4103,445181,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1228;Y:961,TestImage,,,,,,,,,,,,
4104,445206,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1216;Y:954,TestImage,,,,,,,,,,,,
4105,445230,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1209;Y:946,TestImage,,,,,,,,,,,,
