Row,Timestamp,Combined Event Source,SlideEvent,StimType,Duration,CollectionPhase,SourceStimuliName,InputEventSource,Data,StimType.1,CPU Sys,Memory Sys,CPU Proc,Memory Proc,Event Group,Event Label,Event Text,Event Index,Category 1 active on ScreenRecording-1,Category 1 instance on ScreenRecording-1,CatI_tem1 active on ScreenRecording-1,CatI_tem1 instance on ScreenRecording-1
1,29,SlideEvents,StartSlide,TestImage,3000000.0,StimuliDisplay,ScreenRecording-1,,,,,,,,,,,,,,,
2,31,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,3.50536322593689,61.091637868579,0.851414084434509,2756.24609375,,,,,,,,
3,334,SlideEvents,StartMedia,TestImage,3000000.0,StimuliDisplay,ScreenRecording-1,,,,,,,,,,,,,,,
4,1085,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,2.66875028610229,62.848541234655,2.14823937416077,3012.33203125,,,,,,,,
5,1736,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:957;Y:543,TestImage,,,,,,,,,,,,
6,1760,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:656;Y:150,TestImage,,,,,,,,,,,,
7,1782,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:325;Y:-91,TestImage,,,,,,,,,,,,
8,1806,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:6;Y:-32,TestImage,,,,,,,,,,,,
9,1830,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:-7;Y:-5,TestImage,,,,,,,,,,,,
10,1854,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:13;Y:-6,TestImage,,,,,,,,,,,,
11,1878,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:115;Y:-20,TestImage,,,,,,,,,,,,
12,1902,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:364;Y:-36,TestImage,,,,,,,,,,,,
13,1932,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:674;Y:-29,TestImage,,,,,,,,,,,,
14,1959,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1048;Y:-29,TestImage,,,,,,,,,,,,
15,1986,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1310;Y:-33,TestImage,,,,,,,,,,,,
16,2009,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1501;Y:-18,TestImage,,,,,,,,,,,,
17,2032,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1576;Y:-5,TestImage,,,,,,,,,,,,
18,2079,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1578;Y:0,TestImage,,,,,,,,,,,,
19,2103,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1569;Y:35,TestImage,,,,,,,,,,,,
20,2120,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,2.54749369621277,63.0563428418898,1.77706670761108,3054.28125,,,,,,,,
21,2134,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1564;Y:67,TestImage,,,,,,,,,,,,
22,2164,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1556;Y:99,TestImage,,,,,,,,,,,,
23,2287,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1554;Y:108,TestImage,,,,,,,,,,,,
24,2311,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1580;Y:102,TestImage,,,,,,,,,,,,
25,2335,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1619;Y:84,TestImage,,,,,,,,,,,,
26,2358,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1652;Y:71,TestImage,,,,,,,,,,,,
27,2385,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1670;Y:63,TestImage,,,,,,,,,,,,
28,2412,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1685;Y:57,TestImage,,,,,,,,,,,,
29,2444,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1705;Y:47,TestImage,,,,,,,,,,,,
30,2470,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1746;Y:32,TestImage,,,,,,,,,,,,
31,2494,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1769;Y:26,TestImage,,,,,,,,,,,,
32,2521,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1774;Y:23,TestImage,,,,,,,,,,,,
33,2550,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1778;Y:22,TestImage,,,,,,,,,,,,
34,2574,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1805;Y:14,TestImage,,,,,,,,,,,,
35,2599,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1830;Y:6,TestImage,,,,,,,,,,,,
36,2775,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1835;Y:3,TestImage,,,,,,,,,,,,
37,2822,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1832;Y:3,TestImage,,,,,,,,,,,,
38,2850,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1810;Y:3,TestImage,,,,,,,,,,,,
39,2880,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1774;Y:6,TestImage,,,,,,,,,,,,
40,2902,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1760;Y:9,TestImage,,,,,,,,,,,,
41,3078,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1760;Y:9,TestImage,,,,,,,,,,,,
42,3100,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1768;Y:8,TestImage,,,,,,,,,,,,
43,3123,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1792;Y:4,TestImage,,,,,,,,,,,,
44,3150,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1807;Y:2,TestImage,,,,,,,,,,,,
45,3161,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,2.07851314544678,63.3327172839635,1.69073104858398,3093.1171875,,,,,,,,
46,3183,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1809;Y:1,TestImage,,,,,,,,,,,,
47,3238,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1810;Y:1,TestImage,,,,,,,,,,,,
48,3439,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1810;Y:0,TestImage,,,,,,,,,,,,
49,3966,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1810;Y:0,TestImage,,,,,,,,,,,,
50,3998,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1806;Y:0,TestImage,,,,,,,,,,,,
51,4127,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1805;Y:0,TestImage,,,,,,,,,,,,
52,4191,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,3.30277299880981,63.5515399579068,1.89510416984558,3137.03125,,,,,,,,
53,4366,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1805;Y:1,TestImage,,,,,,,,,,,,
54,4406,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1805;Y:2,TestImage,,,,,,,,,,,,
55,4534,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1804;Y:3,TestImage,,,,,,,,,,,,
56,4558,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1804;Y:3,TestImage,,,,,,,,,,,,
57,5054,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1803;Y:3,TestImage,,,,,,,,,,,,
58,5219,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,1.74204123020172,63.8785144183408,1.61388850212097,3178.7265625,,,,,,,,
59,5303,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1803;Y:3,TestImage,,,,,,,,,,,,
60,5335,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1801;Y:3,TestImage,,,,,,,,,,,,
61,5359,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1801;Y:4,TestImage,,,,,,,,,,,,
62,5383,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1801;Y:7,TestImage,,,,,,,,,,,,
63,5406,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1802;Y:8,TestImage,,,,,,,,,,,,
64,5582,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1802;Y:8,TestImage,,,,,,,,,,,,
65,5609,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1793;Y:8,TestImage,,,,,,,,,,,,
66,5639,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1789;Y:8,TestImage,,,,,,,,,,,,
67,5902,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1788;Y:8,TestImage,,,,,,,,,,,,
68,5927,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1805;Y:5,TestImage,,,,,,,,,,,,
69,5951,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1812;Y:4,TestImage,,,,,,,,,,,,
70,6031,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1813;Y:4,TestImage,,,,,,,,,,,,
71,6102,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1813;Y:3,TestImage,,,,,,,,,,,,
72,6134,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1814;Y:3,TestImage,,,,,,,,,,,,
73,6262,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,1.35708785057068,64.0620939009417,1.0294725894928,3216.16796875,,,,,,,,
74,6423,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1814;Y:3,TestImage,,,,,,,,,,,,
75,6447,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1814;Y:3,TestImage,,,,,,,,,,,,
76,6479,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1812;Y:4,TestImage,,,,,,,,,,,,
77,6506,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1810;Y:5,TestImage,,,,,,,,,,,,
78,6535,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1809;Y:6,TestImage,,,,,,,,,,,,
79,6566,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1808;Y:6,TestImage,,,,,,,,,,,,
80,6607,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1808;Y:6,TestImage,,,,,,,,,,,,
81,7294,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,2.53567600250244,64.3251703965913,1.41937160491943,3257.421875,,,,,,,,
82,8335,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,1.74164748191833,64.5741011714546,1.59693467617035,3298.375,,,,,,,,
83,8431,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1805;Y:6,TestImage,,,,,,,,,,,,
84,8454,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1800;Y:6,TestImage,,,,,,,,,,,,
85,8487,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1799;Y:6,TestImage,,,,,,,,,,,,
86,9376,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,4.00375080108643,64.822499059576,2.43503189086914,3340.30859375,,,,,,,,
87,10318,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1798;Y:6,TestImage,,,,,,,,,,,,
88,10416,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,2.42193818092346,65.0668276307589,1.97412371635437,3383.41796875,,,,,,,,
89,11454,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,5.91046762466431,56.9791813260983,2.91828083992004,2063.94140625,,,,,,,,
90,12513,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,2.50890016555786,57.0330755534089,1.47776675224304,2064.16015625,,,,,,,,
91,13560,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,2.29574632644653,56.9160342471776,1.67495965957642,2066.82421875,,,,,,,,
92,14604,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,2.7813777923584,57.0188329441242,2.61991477012634,2064.25,,,,,,,,
93,15652,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,3.50176501274109,57.1265002881222,2.33310294151306,2064.32421875,,,,,,,,
94,16688,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,3.145676612854,57.137957353074,1.50600171089172,2066.99609375,,,,,,,,
95,17734,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,2.62750601768494,57.1211714207027,1.86541056632996,2064.55078125,,,,,,,,
96,18780,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,3.29922556877136,57.098983954538,2.33572793006897,2064.5546875,,,,,,,,
97,19831,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,3.42078471183777,57.1345904777499,2.9915144443512,2064.59375,,,,,,,,
98,20866,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,2.51046013832092,57.0730178369303,1.31366968154907,2069.8984375,,,,,,,,
99,21921,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,3.85395908355713,57.1383206849436,2.22047805786133,2064.6171875,,,,,,,,
100,22966,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,2.71855473518372,57.1482759781681,1.88194727897644,2064.59765625,,,,,,,,
101,24003,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,4.84717178344727,56.5496019457148,3.0850989818573,1969.6484375,,,,,,,,
102,25032,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,3.48718118667603,56.5323073487262,2.47938513755798,1969.6484375,,,,,,,,
103,26058,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,2.4763503074646,56.5539377060243,2.18197727203369,1974.92578125,,,,,,,,
104,27109,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,3.0634400844574,56.5485603943556,1.95917773246765,1982.8828125,,,,,,,,
105,28148,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,2.52115488052368,56.4841779870785,2.06012392044067,1972.36328125,,,,,,,,
106,29078,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1798;Y:6,TestImage,,,,,,,,,,,,
107,29103,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1762;Y:5,TestImage,,,,,,,,,,,,
108,29124,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1693;Y:46,TestImage,,,,,,,,,,,,
109,29156,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1437;Y:239,TestImage,,,,,,,,,,,,
110,29183,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1242;Y:487,TestImage,,,,,,,,,,,,
111,29187,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,3.87329125404358,56.5579101344643,1.87748074531555,1972.375,,,,,,,,
112,29206,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1237;Y:544,TestImage,,,,,,,,,,,,
113,29230,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1329;Y:549,TestImage,,,,,,,,,,,,
114,29260,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1553;Y:483,TestImage,,,,,,,,,,,,
115,29286,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1907;Y:281,TestImage,,,,,,,,,,,,
116,29310,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:2008;Y:93,TestImage,,,,,,,,,,,,
117,29334,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1982;Y:-53,TestImage,,,,,,,,,,,,
118,29359,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1947;Y:-34,TestImage,,,,,,,,,,,,
119,29384,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1949;Y:-53,TestImage,,,,,,,,,,,,
120,29407,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1925;Y:-25,TestImage,,,,,,,,,,,,
121,29432,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1917;Y:-3,TestImage,,,,,,,,,,,,
122,29454,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1916;Y:0,TestImage,,,,,,,,,,,,
123,29534,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1914;Y:0,TestImage,,,,,,,,,,,,
124,29557,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1907;Y:0,TestImage,,,,,,,,,,,,
125,29580,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1892;Y:3,TestImage,,,,,,,,,,,,
126,29606,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1866;Y:17,TestImage,,,,,,,,,,,,
127,29636,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1863;Y:19,TestImage,,,,,,,,,,,,
128,29726,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1862;Y:20,TestImage,,,,,,,,,,,,
129,29750,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1861;Y:20,TestImage,,,,,,,,,,,,
130,29774,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1858;Y:20,TestImage,,,,,,,,,,,,
131,29798,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1830;Y:30,TestImage,,,,,,,,,,,,
132,29825,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1755;Y:63,TestImage,,,,,,,,,,,,
133,29847,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1661;Y:122,TestImage,,,,,,,,,,,,
134,29876,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1575;Y:191,TestImage,,,,,,,,,,,,
135,29901,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1508;Y:254,TestImage,,,,,,,,,,,,
136,29926,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1458;Y:322,TestImage,,,,,,,,,,,,
137,29950,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1410;Y:391,TestImage,,,,,,,,,,,,
138,29974,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1361;Y:448,TestImage,,,,,,,,,,,,
139,29998,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1311;Y:506,TestImage,,,,,,,,,,,,
140,30030,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1272;Y:561,TestImage,,,,,,,,,,,,
141,30056,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1222;Y:623,TestImage,,,,,,,,,,,,
142,30079,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1181;Y:690,TestImage,,,,,,,,,,,,
143,30102,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1128;Y:769,TestImage,,,,,,,,,,,,
144,30126,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:1044;Y:847,TestImage,,,,,,,,,,,,
145,30150,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:927;Y:911,TestImage,,,,,,,,,,,,
146,30174,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:804;Y:952,TestImage,,,,,,,,,,,,
147,30196,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:736;Y:962,TestImage,,,,,,,,,,,,
148,30222,ET_UserInputEvents; External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,Mouse,Id:M;X:631;Y:967,TestImage,1.99979078769684,56.5582976884584,1.69778203964233,1972.38671875,,,,,,,,
149,30246,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:594;Y:972,TestImage,,,,,,,,,,,,
150,30286,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:592;Y:973,TestImage,,,,,,,,,,,,
151,30310,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:592;Y:974,TestImage,,,,,,,,,,,,
152,30334,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:592;Y:980,TestImage,,,,,,,,,,,,
153,30358,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:609;Y:989,TestImage,,,,,,,,,,,,
154,30382,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:621;Y:989,TestImage,,,,,,,,,,,,
155,30406,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:623;Y:989,TestImage,,,,,,,,,,,,
156,30429,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:624;Y:988,TestImage,,,,,,,,,,,,
157,30462,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:626;Y:988,TestImage,,,,,,,,,,,,
158,30543,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:626;Y:987,TestImage,,,,,,,,,,,,
159,30565,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:622;Y:987,TestImage,,,,,,,,,,,,
160,30590,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:609;Y:991,TestImage,,,,,,,,,,,,
161,30614,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:587;Y:1005,TestImage,,,,,,,,,,,,
162,30638,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:561;Y:1024,TestImage,,,,,,,,,,,,
163,30663,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:540;Y:1038,TestImage,,,,,,,,,,,,
164,30687,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:527;Y:1044,TestImage,,,,,,,,,,,,
165,30711,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:519;Y:1045,TestImage,,,,,,,,,,,,
166,30751,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:516;Y:1045,TestImage,,,,,,,,,,,,
167,30814,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:513;Y:1046,TestImage,,,,,,,,,,,,
168,30838,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:497;Y:1051,TestImage,,,,,,,,,,,,
169,30862,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:473;Y:1055,TestImage,,,,,,,,,,,,
170,30886,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:451;Y:1058,TestImage,,,,,,,,,,,,
171,30909,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:445;Y:1058,TestImage,,,,,,,,,,,,
172,30934,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:441;Y:1058,TestImage,,,,,,,,,,,,
173,30966,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:437;Y:1055,TestImage,,,,,,,,,,,,
174,31007,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:436;Y:1055,TestImage,,,,,,,,,,,,
175,31039,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:434;Y:1054,TestImage,,,,,,,,,,,,
176,31062,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:432;Y:1052,TestImage,,,,,,,,,,,,
177,31118,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:430;Y:1050,TestImage,,,,,,,,,,,,
178,31150,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:430;Y:1050,TestImage,,,,,,,,,,,,
179,31190,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:431;Y:1048,TestImage,,,,,,,,,,,,
180,31215,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:439;Y:1047,TestImage,,,,,,,,,,,,
181,31241,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:452;Y:1046,TestImage,,,,,,,,,,,,
182,31271,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:458;Y:1046,TestImage,,,,,,,,,,,,
183,31274,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,3.42142748832703,56.5304180230047,2.59846758842468,1975.1796875,,,,,,,,
184,31398,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:457;Y:1046,TestImage,,,,,,,,,,,,
185,31423,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:439;Y:1053,TestImage,,,,,,,,,,,,
186,31448,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:420;Y:1057,TestImage,,,,,,,,,,,,
187,31473,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:410;Y:1059,TestImage,,,,,,,,,,,,
188,31775,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:410;Y:1059,TestImage,,,,,,,,,,,,
189,31798,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:411;Y:1059,TestImage,,,,,,,,,,,,
190,31942,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:412;Y:1059,TestImage,,,,,,,,,,,,
191,31969,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:420;Y:1057,TestImage,,,,,,,,,,,,
192,31992,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:425;Y:1056,TestImage,,,,,,,,,,,,
193,32038,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:426;Y:1055,TestImage,,,,,,,,,,,,
194,32318,External Events API iMotions.SysMonitor SysLoadMeter (v1),,,,,ScreenRecording-1,,,,3.19263243675232,56.5814540396085,2.34663057327271,1975.09765625,,,,,,,,
195,32550,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:426;Y:1055,TestImage,,,,,,,,,,,,
196,32572,ET_UserInputEvents,,,,,ScreenRecording-1,Mouse,Id:M;X:431;Y:1051,TestImage,,,,,,,,,,,,
